current_istat_code,current_name,predecessor_istat_code,predecessor_name,transformation_type,effective_date,source,aggregation_rule,notes
006034,Carrega Ligure,006034,Carrega Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
006035,Carrosio,006035,Carrosio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006036,Cartosio,006036,Cartosio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006037,Casal Cermelli,006037,Casal Cermelli,unchanged,,POSAS 2019/2025 direct comparison,sum,
006038,Casaleggio Boiro,006038,Casaleggio Boiro,unchanged,,POSAS 2019/2025 direct comparison,sum,
006039,Casale Monferrato,006039,Casale Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006040,Casalnoceto,006040,Casalnoceto,unchanged,,POSAS 2019/2025 direct comparison,sum,
006041,Casasco,006041,Casasco,unchanged,,POSAS 2019/2025 direct comparison,sum,
006043,Cassine,006043,Cassine,unchanged,,POSAS 2019/2025 direct comparison,sum,
006044,Cassinelle,006044,Cassinelle,unchanged,,POSAS 2019/2025 direct comparison,sum,
006045,Castellania Coppi,006045,Castellania,denomination_change_official,2019-05-31,https://www.istat.it/storage/codici-unita-amministrative/Novita-2025-2017.pdf,sum,Denominazione 2019: Castellania; denominazione 2025: Castellania Coppi.
006046,Castellar Guidobono,006046,Castellar Guidobono,unchanged,,POSAS 2019/2025 direct comparison,sum,
006047,Castellazzo Bormida,006047,Castellazzo Bormida,unchanged,,POSAS 2019/2025 direct comparison,sum,
006048,Castelletto d'Erro,006048,Castelletto d'Erro,unchanged,,POSAS 2019/2025 direct comparison,sum,
006049,Castelletto d'Orba,006049,Castelletto d'Orba,unchanged,,POSAS 2019/2025 direct comparison,sum,
006050,Castelletto Merli,006050,Castelletto Merli,unchanged,,POSAS 2019/2025 direct comparison,sum,
006051,Castelletto Monferrato,006051,Castelletto Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006052,Castelnuovo Bormida,006052,Castelnuovo Bormida,unchanged,,POSAS 2019/2025 direct comparison,sum,
006053,Castelnuovo Scrivia,006053,Castelnuovo Scrivia,unchanged,,POSAS 2019/2025 direct comparison,sum,
006054,Castelspina,006054,Castelspina,unchanged,,POSAS 2019/2025 direct comparison,sum,
006055,Cavatore,006055,Cavatore,unchanged,,POSAS 2019/2025 direct comparison,sum,
006056,Cella Monte,006056,Cella Monte,unchanged,,POSAS 2019/2025 direct comparison,sum,
006057,Cereseto,006057,Cereseto,unchanged,,POSAS 2019/2025 direct comparison,sum,
006058,Cerreto Grue,006058,Cerreto Grue,unchanged,,POSAS 2019/2025 direct comparison,sum,
006059,Cerrina Monferrato,006059,Cerrina Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006060,Coniolo,006060,Coniolo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006061,Conzano,006061,Conzano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006062,Costa Vescovato,006062,Costa Vescovato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006063,Cremolino,006063,Cremolino,unchanged,,POSAS 2019/2025 direct comparison,sum,
006065,Denice,006065,Denice,unchanged,,POSAS 2019/2025 direct comparison,sum,
006066,Dernice,006066,Dernice,unchanged,,POSAS 2019/2025 direct comparison,sum,
006067,Fabbrica Curone,006067,Fabbrica Curone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006068,Felizzano,006068,Felizzano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006069,Fraconalto,006069,Fraconalto,unchanged,,POSAS 2019/2025 direct comparison,sum,
006070,Francavilla Bisio,006070,Francavilla Bisio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006071,Frascaro,006071,Frascaro,unchanged,,POSAS 2019/2025 direct comparison,sum,
006072,Frassinello Monferrato,006072,Frassinello Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006073,Frassineto Po,006073,Frassineto Po,unchanged,,POSAS 2019/2025 direct comparison,sum,
006074,Fresonara,006074,Fresonara,unchanged,,POSAS 2019/2025 direct comparison,sum,
006075,Frugarolo,006075,Frugarolo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006076,Fubine Monferrato,006076,Fubine Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006077,Gabiano,006077,Gabiano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006078,Gamalero,006078,Gamalero,unchanged,,POSAS 2019/2025 direct comparison,sum,
006079,Garbagna,006079,Garbagna,unchanged,,POSAS 2019/2025 direct comparison,sum,
006081,Gavi,006081,Gavi,unchanged,,POSAS 2019/2025 direct comparison,sum,
006082,Giarole,006082,Giarole,unchanged,,POSAS 2019/2025 direct comparison,sum,
006083,Gremiasco,006083,Gremiasco,unchanged,,POSAS 2019/2025 direct comparison,sum,
006084,Grognardo,006084,Grognardo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006085,Grondona,006085,Grondona,unchanged,,POSAS 2019/2025 direct comparison,sum,
006086,Guazzora,006086,Guazzora,unchanged,,POSAS 2019/2025 direct comparison,sum,
006087,Isola Sant'Antonio,006087,Isola Sant'Antonio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006088,Lerma,006088,Lerma,unchanged,,POSAS 2019/2025 direct comparison,sum,
006090,Malvicino,006090,Malvicino,unchanged,,POSAS 2019/2025 direct comparison,sum,
006091,Masio,006091,Masio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006092,Melazzo,006092,Melazzo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006093,Merana,006093,Merana,unchanged,,POSAS 2019/2025 direct comparison,sum,
006094,Mirabello Monferrato,006094,Mirabello Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006095,Molare,006095,Molare,unchanged,,POSAS 2019/2025 direct comparison,sum,
006096,Molino dei Torti,006096,Molino dei Torti,unchanged,,POSAS 2019/2025 direct comparison,sum,
006097,Mombello Monferrato,006097,Mombello Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006098,Momperone,006098,Momperone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006099,Moncestino,006099,Moncestino,unchanged,,POSAS 2019/2025 direct comparison,sum,
006100,Mongiardino Ligure,006100,Mongiardino Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
006101,Monleale,006101,Monleale,unchanged,,POSAS 2019/2025 direct comparison,sum,
006102,Montacuto,006102,Montacuto,unchanged,,POSAS 2019/2025 direct comparison,sum,
006103,Montaldeo,006103,Montaldeo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006104,Montaldo Bormida,006104,Montaldo Bormida,unchanged,,POSAS 2019/2025 direct comparison,sum,
006105,Montecastello,006105,Montecastello,unchanged,,POSAS 2019/2025 direct comparison,sum,
006106,Montechiaro d'Acqui,006106,Montechiaro d'Acqui,unchanged,,POSAS 2019/2025 direct comparison,sum,
006107,Montegioco,006107,Montegioco,unchanged,,POSAS 2019/2025 direct comparison,sum,
006108,Montemarzino,006108,Montemarzino,unchanged,,POSAS 2019/2025 direct comparison,sum,
006109,Morano sul Po,006109,Morano sul Po,unchanged,,POSAS 2019/2025 direct comparison,sum,
006110,Morbello,006110,Morbello,unchanged,,POSAS 2019/2025 direct comparison,sum,
006111,Mornese,006111,Mornese,unchanged,,POSAS 2019/2025 direct comparison,sum,
006112,Morsasco,006112,Morsasco,unchanged,,POSAS 2019/2025 direct comparison,sum,
006113,Murisengo,006113,Murisengo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006114,Novi Ligure,006114,Novi Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
006115,Occimiano,006115,Occimiano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006116,Odalengo Grande,006116,Odalengo Grande,unchanged,,POSAS 2019/2025 direct comparison,sum,
006117,Odalengo Piccolo,006117,Odalengo Piccolo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006118,Olivola,006118,Olivola,unchanged,,POSAS 2019/2025 direct comparison,sum,
006119,Orsara Bormida,006119,Orsara Bormida,unchanged,,POSAS 2019/2025 direct comparison,sum,
006120,Ottiglio,006120,Ottiglio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006121,Ovada,006121,Ovada,unchanged,,POSAS 2019/2025 direct comparison,sum,
006122,Oviglio,006122,Oviglio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006123,Ozzano Monferrato,006123,Ozzano Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006124,Paderna,006124,Paderna,unchanged,,POSAS 2019/2025 direct comparison,sum,
006125,Pareto,006125,Pareto,unchanged,,POSAS 2019/2025 direct comparison,sum,
006126,Parodi Ligure,006126,Parodi Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
006127,Pasturana,006127,Pasturana,unchanged,,POSAS 2019/2025 direct comparison,sum,
006128,Pecetto di Valenza,006128,Pecetto di Valenza,unchanged,,POSAS 2019/2025 direct comparison,sum,
006129,Pietra Marazzi,006129,Pietra Marazzi,unchanged,,POSAS 2019/2025 direct comparison,sum,
006131,Pomaro Monferrato,006131,Pomaro Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006132,Pontecurone,006132,Pontecurone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006133,Pontestura,006133,Pontestura,unchanged,,POSAS 2019/2025 direct comparison,sum,
006134,Ponti,006134,Ponti,unchanged,,POSAS 2019/2025 direct comparison,sum,
006135,Ponzano Monferrato,006135,Ponzano Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006136,Ponzone,006136,Ponzone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006137,Pozzol Groppo,006137,Pozzol Groppo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006138,Pozzolo Formigaro,006138,Pozzolo Formigaro,unchanged,,POSAS 2019/2025 direct comparison,sum,
006139,Prasco,006139,Prasco,unchanged,,POSAS 2019/2025 direct comparison,sum,
006140,Predosa,006140,Predosa,unchanged,,POSAS 2019/2025 direct comparison,sum,
006141,Quargnento,006141,Quargnento,unchanged,,POSAS 2019/2025 direct comparison,sum,
006142,Quattordio,006142,Quattordio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006143,Ricaldone,006143,Ricaldone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006144,Rivalta Bormida,006144,Rivalta Bormida,unchanged,,POSAS 2019/2025 direct comparison,sum,
006145,Rivarone,006145,Rivarone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006146,Roccaforte Ligure,006146,Roccaforte Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
006147,Rocca Grimalda,006147,Rocca Grimalda,unchanged,,POSAS 2019/2025 direct comparison,sum,
006148,Rocchetta Ligure,006148,Rocchetta Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
006149,Rosignano Monferrato,006149,Rosignano Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006150,Sala Monferrato,006150,Sala Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006151,Sale,006151,Sale,unchanged,,POSAS 2019/2025 direct comparison,sum,
006152,San Cristoforo,006152,San Cristoforo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006153,San Giorgio Monferrato,006153,San Giorgio Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006154,San Salvatore Monferrato,006154,San Salvatore Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006155,San Sebastiano Curone,006155,San Sebastiano Curone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006156,Sant'Agata Fossili,006156,Sant'Agata Fossili,unchanged,,POSAS 2019/2025 direct comparison,sum,
006157,Sardigliano,006157,Sardigliano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006158,Sarezzano,006158,Sarezzano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006159,Serralunga di Crea,006159,Serralunga di Crea,unchanged,,POSAS 2019/2025 direct comparison,sum,
006160,Serravalle Scrivia,006160,Serravalle Scrivia,unchanged,,POSAS 2019/2025 direct comparison,sum,
006161,Sezzadio,006161,Sezzadio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006162,Silvano d'Orba,006162,Silvano d'Orba,unchanged,,POSAS 2019/2025 direct comparison,sum,
006163,Solero,006163,Solero,unchanged,,POSAS 2019/2025 direct comparison,sum,
006164,Solonghello,006164,Solonghello,unchanged,,POSAS 2019/2025 direct comparison,sum,
006165,Spigno Monferrato,006165,Spigno Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006166,Spineto Scrivia,006166,Spineto Scrivia,unchanged,,POSAS 2019/2025 direct comparison,sum,
006167,Stazzano,006167,Stazzano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006168,Strevi,006168,Strevi,unchanged,,POSAS 2019/2025 direct comparison,sum,
006169,Tagliolo Monferrato,006169,Tagliolo Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006170,Tassarolo,006170,Tassarolo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006171,Terruggia,006171,Terruggia,unchanged,,POSAS 2019/2025 direct comparison,sum,
006172,Terzo,006172,Terzo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006173,Ticineto,006173,Ticineto,unchanged,,POSAS 2019/2025 direct comparison,sum,
006174,Tortona,006174,Tortona,unchanged,,POSAS 2019/2025 direct comparison,sum,
006175,Treville,006175,Treville,unchanged,,POSAS 2019/2025 direct comparison,sum,
006176,Trisobbio,006176,Trisobbio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006177,Valenza,006177,Valenza,unchanged,,POSAS 2019/2025 direct comparison,sum,
006178,Valmacca,006178,Valmacca,unchanged,,POSAS 2019/2025 direct comparison,sum,
006179,Vignale Monferrato,006179,Vignale Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006180,Vignole Borbera,006180,Vignole Borbera,unchanged,,POSAS 2019/2025 direct comparison,sum,
006181,Viguzzolo,006181,Viguzzolo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006182,Villadeati,006182,Villadeati,unchanged,,POSAS 2019/2025 direct comparison,sum,
006183,Villalvernia,006183,Villalvernia,unchanged,,POSAS 2019/2025 direct comparison,sum,
006184,Villamiroglio,006184,Villamiroglio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006185,Villanova Monferrato,006185,Villanova Monferrato,unchanged,,POSAS 2019/2025 direct comparison,sum,
006186,Villaromagnano,006186,Villaromagnano,unchanged,,POSAS 2019/2025 direct comparison,sum,
006187,Visone,006187,Visone,unchanged,,POSAS 2019/2025 direct comparison,sum,
006188,Volpedo,006188,Volpedo,unchanged,,POSAS 2019/2025 direct comparison,sum,
006189,Volpeglino,006189,Volpeglino,unchanged,,POSAS 2019/2025 direct comparison,sum,
006190,Voltaggio,006190,Voltaggio,unchanged,,POSAS 2019/2025 direct comparison,sum,
006191,Cassano Spinola,006191,Cassano Spinola,unchanged,,POSAS 2019/2025 direct comparison,sum,
006192,Alluvioni Piovera,006192,Alluvioni Piovera,unchanged,,POSAS 2019/2025 direct comparison,sum,
006193,Lu e Cuccaro Monferrato,006064,Cuccaro Monferrato,fusion,2019-02-01,https://www.istat.it/storage/codici-unita-amministrative/Novita-2025-2017.pdf,sum,
006193,Lu e Cuccaro Monferrato,006089,Lu,fusion,2019-02-01,https://www.istat.it/storage/codici-unita-amministrative/Novita-2025-2017.pdf,sum,
007001,Allein,007001,Allein,unchanged,,POSAS 2019/2025 direct comparison,sum,
007002,Antey-Saint-André,007002,Antey-Saint-André,unchanged,,POSAS 2019/2025 direct comparison,sum,
007003,Aosta,007003,Aosta,unchanged,,POSAS 2019/2025 direct comparison,sum,
007004,Arnad,007004,Arnad,unchanged,,POSAS 2019/2025 direct comparison,sum,
007005,Arvier,007005,Arvier,unchanged,,POSAS 2019/2025 direct comparison,sum,
007006,Avise,007006,Avise,unchanged,,POSAS 2019/2025 direct comparison,sum,
007007,Ayas,007007,Ayas,unchanged,,POSAS 2019/2025 direct comparison,sum,
007008,Aymavilles,007008,Aymavilles,unchanged,,POSAS 2019/2025 direct comparison,sum,
007009,Bard,007009,Bard,unchanged,,POSAS 2019/2025 direct comparison,sum,
007010,Bionaz,007010,Bionaz,unchanged,,POSAS 2019/2025 direct comparison,sum,
007011,Brissogne,007011,Brissogne,unchanged,,POSAS 2019/2025 direct comparison,sum,
007012,Brusson,007012,Brusson,unchanged,,POSAS 2019/2025 direct comparison,sum,
007013,Challand-Saint-Anselme,007013,Challand-Saint-Anselme,unchanged,,POSAS 2019/2025 direct comparison,sum,
007014,Challand-Saint-Victor,007014,Challand-Saint-Victor,unchanged,,POSAS 2019/2025 direct comparison,sum,
007015,Chambave,007015,Chambave,unchanged,,POSAS 2019/2025 direct comparison,sum,
007016,Chamois,007016,Chamois,unchanged,,POSAS 2019/2025 direct comparison,sum,
007017,Champdepraz,007017,Champdepraz,unchanged,,POSAS 2019/2025 direct comparison,sum,
007018,Champorcher,007018,Champorcher,unchanged,,POSAS 2019/2025 direct comparison,sum,
007019,Charvensod,007019,Charvensod,unchanged,,POSAS 2019/2025 direct comparison,sum,
007020,Châtillon,007020,Chatillon,name_string_change_same_code,,POSAS 2019/2025 direct comparison; official administrative-change classification only where separately documented.,sum,Denominazione 2019: Chatillon; denominazione 2025: Châtillon.
007021,Cogne,007021,Cogne,unchanged,,POSAS 2019/2025 direct comparison,sum,
007022,Courmayeur,007022,Courmayeur,unchanged,,POSAS 2019/2025 direct comparison,sum,
007023,Donnas,007023,Donnas,unchanged,,POSAS 2019/2025 direct comparison,sum,
007024,Doues,007024,Doues,unchanged,,POSAS 2019/2025 direct comparison,sum,
007025,Emarèse,007025,Emarèse,unchanged,,POSAS 2019/2025 direct comparison,sum,
007026,Etroubles,007026,Etroubles,unchanged,,POSAS 2019/2025 direct comparison,sum,
007027,Fénis,007027,Fénis,unchanged,,POSAS 2019/2025 direct comparison,sum,
007028,Fontainemore,007028,Fontainemore,unchanged,,POSAS 2019/2025 direct comparison,sum,
007029,Gaby,007029,Gaby,unchanged,,POSAS 2019/2025 direct comparison,sum,
007030,Gignod,007030,Gignod,unchanged,,POSAS 2019/2025 direct comparison,sum,
007031,Gressan,007031,Gressan,unchanged,,POSAS 2019/2025 direct comparison,sum,
007032,Gressoney-La-Trinité,007032,Gressoney-La-Trinitè,name_string_change_same_code,,POSAS 2019/2025 direct comparison; official administrative-change classification only where separately documented.,sum,Denominazione 2019: Gressoney-La-Trinitè; denominazione 2025: Gressoney-La-Trinité.
007033,Gressoney-Saint-Jean,007033,Gressoney-Saint-Jean,unchanged,,POSAS 2019/2025 direct comparison,sum,
007034,Hône,007034,Hône,unchanged,,POSAS 2019/2025 direct comparison,sum,
007035,Introd,007035,Introd,unchanged,,POSAS 2019/2025 direct comparison,sum,
007036,Issime,007036,Issime,unchanged,,POSAS 2019/2025 direct comparison,sum,
007037,Issogne,007037,Issogne,unchanged,,POSAS 2019/2025 direct comparison,sum,
007038,Jovençan,007038,Jovençan,unchanged,,POSAS 2019/2025 direct comparison,sum,
007039,La Magdeleine,007039,La Magdeleine,unchanged,,POSAS 2019/2025 direct comparison,sum,
007040,La Salle,007040,La Salle,unchanged,,POSAS 2019/2025 direct comparison,sum,
007041,La Thuile,007041,La Thuile,unchanged,,POSAS 2019/2025 direct comparison,sum,
007042,Lillianes,007042,Lillianes,unchanged,,POSAS 2019/2025 direct comparison,sum,
007043,Montjovet,007043,Montjovet,unchanged,,POSAS 2019/2025 direct comparison,sum,
007044,Morgex,007044,Morgex,unchanged,,POSAS 2019/2025 direct comparison,sum,
007045,Nus,007045,Nus,unchanged,,POSAS 2019/2025 direct comparison,sum,
007046,Ollomont,007046,Ollomont,unchanged,,POSAS 2019/2025 direct comparison,sum,
007047,Oyace,007047,Oyace,unchanged,,POSAS 2019/2025 direct comparison,sum,
007048,Perloz,007048,Perloz,unchanged,,POSAS 2019/2025 direct comparison,sum,
007049,Pollein,007049,Pollein,unchanged,,POSAS 2019/2025 direct comparison,sum,
007050,Pontboset,007050,Pontboset,unchanged,,POSAS 2019/2025 direct comparison,sum,
007051,Pontey,007051,Pontey,unchanged,,POSAS 2019/2025 direct comparison,sum,
007052,Pont-Saint-Martin,007052,Pont-Saint-Martin,unchanged,,POSAS 2019/2025 direct comparison,sum,
007053,Pré-Saint-Didier,007053,Pré-Saint-Didier,unchanged,,POSAS 2019/2025 direct comparison,sum,
007054,Quart,007054,Quart,unchanged,,POSAS 2019/2025 direct comparison,sum,
007055,Rhêmes-Notre-Dame,007055,Rhemes-Notre-Dame,name_string_change_same_code,,POSAS 2019/2025 direct comparison; official administrative-change classification only where separately documented.,sum,Denominazione 2019: Rhemes-Notre-Dame; denominazione 2025: Rhêmes-Notre-Dame.
007056,Rhêmes-Saint-Georges,007056,Rhemes-Saint-Georges,name_string_change_same_code,,POSAS 2019/2025 direct comparison; official administrative-change classification only where separately documented.,sum,Denominazione 2019: Rhemes-Saint-Georges; denominazione 2025: Rhêmes-Saint-Georges.
007057,Roisan,007057,Roisan,unchanged,,POSAS 2019/2025 direct comparison,sum,
007058,Saint-Christophe,007058,Saint-Christophe,unchanged,,POSAS 2019/2025 direct comparison,sum,
007059,Saint-Denis,007059,Saint-Denis,unchanged,,POSAS 2019/2025 direct comparison,sum,
007060,Saint-Marcel,007060,Saint-Marcel,unchanged,,POSAS 2019/2025 direct comparison,sum,
007061,Saint-Nicolas,007061,Saint-Nicolas,unchanged,,POSAS 2019/2025 direct comparison,sum,
007062,Saint-Oyen,007062,Saint-Oyen,unchanged,,POSAS 2019/2025 direct comparison,sum,
007063,Saint-Pierre,007063,Saint-Pierre,unchanged,,POSAS 2019/2025 direct comparison,sum,
007064,Saint-Rhémy-en-Bosses,007064,Saint-Rhémy-en-Bosses,unchanged,,POSAS 2019/2025 direct comparison,sum,
007065,Saint-Vincent,007065,Saint-Vincent,unchanged,,POSAS 2019/2025 direct comparison,sum,
007066,Sarre,007066,Sarre,unchanged,,POSAS 2019/2025 direct comparison,sum,
007067,Torgnon,007067,Torgnon,unchanged,,POSAS 2019/2025 direct comparison,sum,
007068,Valgrisenche,007068,Valgrisenche,unchanged,,POSAS 2019/2025 direct comparison,sum,
007069,Valpelline,007069,Valpelline,unchanged,,POSAS 2019/2025 direct comparison,sum,
007070,Valsavarenche,007070,Valsavarenche,unchanged,,POSAS 2019/2025 direct comparison,sum,
007071,Valtournenche,007071,Valtournenche,unchanged,,POSAS 2019/2025 direct comparison,sum,
007072,Verrayes,007072,Verrayes,unchanged,,POSAS 2019/2025 direct comparison,sum,
007073,Verrès,007073,Verrès,unchanged,,POSAS 2019/2025 direct comparison,sum,
007074,Villeneuve,007074,Villeneuve,unchanged,,POSAS 2019/2025 direct comparison,sum,
008001,Airole,008001,Airole,unchanged,,POSAS 2019/2025 direct comparison,sum,
008002,Apricale,008002,Apricale,unchanged,,POSAS 2019/2025 direct comparison,sum,
008003,Aquila d'Arroscia,008003,Aquila d'Arroscia,unchanged,,POSAS 2019/2025 direct comparison,sum,
008004,Armo,008004,Armo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008005,Aurigo,008005,Aurigo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008006,Badalucco,008006,Badalucco,unchanged,,POSAS 2019/2025 direct comparison,sum,
008007,Bajardo,008007,Bajardo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008008,Bordighera,008008,Bordighera,unchanged,,POSAS 2019/2025 direct comparison,sum,
008009,Borghetto d'Arroscia,008009,Borghetto d'Arroscia,unchanged,,POSAS 2019/2025 direct comparison,sum,
008010,Borgomaro,008010,Borgomaro,unchanged,,POSAS 2019/2025 direct comparison,sum,
008011,Camporosso,008011,Camporosso,unchanged,,POSAS 2019/2025 direct comparison,sum,
008012,Caravonica,008012,Caravonica,unchanged,,POSAS 2019/2025 direct comparison,sum,
008014,Castellaro,008014,Castellaro,unchanged,,POSAS 2019/2025 direct comparison,sum,
008015,Castel Vittorio,008015,Castel Vittorio,unchanged,,POSAS 2019/2025 direct comparison,sum,
008016,Ceriana,008016,Ceriana,unchanged,,POSAS 2019/2025 direct comparison,sum,
008017,Cervo,008017,Cervo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008018,Cesio,008018,Cesio,unchanged,,POSAS 2019/2025 direct comparison,sum,
008019,Chiusanico,008019,Chiusanico,unchanged,,POSAS 2019/2025 direct comparison,sum,
008020,Chiusavecchia,008020,Chiusavecchia,unchanged,,POSAS 2019/2025 direct comparison,sum,
008021,Cipressa,008021,Cipressa,unchanged,,POSAS 2019/2025 direct comparison,sum,
008022,Civezza,008022,Civezza,unchanged,,POSAS 2019/2025 direct comparison,sum,
008023,Cosio d'Arroscia,008023,Cosio d'Arroscia,unchanged,,POSAS 2019/2025 direct comparison,sum,
008024,Costarainera,008024,Costarainera,unchanged,,POSAS 2019/2025 direct comparison,sum,
008025,Diano Arentino,008025,Diano Arentino,unchanged,,POSAS 2019/2025 direct comparison,sum,
008026,Diano Castello,008026,Diano Castello,unchanged,,POSAS 2019/2025 direct comparison,sum,
008027,Diano Marina,008027,Diano Marina,unchanged,,POSAS 2019/2025 direct comparison,sum,
008028,Diano San Pietro,008028,Diano San Pietro,unchanged,,POSAS 2019/2025 direct comparison,sum,
008029,Dolceacqua,008029,Dolceacqua,unchanged,,POSAS 2019/2025 direct comparison,sum,
008030,Dolcedo,008030,Dolcedo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008031,Imperia,008031,Imperia,unchanged,,POSAS 2019/2025 direct comparison,sum,
008032,Isolabona,008032,Isolabona,unchanged,,POSAS 2019/2025 direct comparison,sum,
008033,Lucinasco,008033,Lucinasco,unchanged,,POSAS 2019/2025 direct comparison,sum,
008034,Mendatica,008034,Mendatica,unchanged,,POSAS 2019/2025 direct comparison,sum,
008035,Molini di Triora,008035,Molini di Triora,unchanged,,POSAS 2019/2025 direct comparison,sum,
008037,Montegrosso Pian Latte,008037,Montegrosso Pian Latte,unchanged,,POSAS 2019/2025 direct comparison,sum,
008038,Olivetta San Michele,008038,Olivetta San Michele,unchanged,,POSAS 2019/2025 direct comparison,sum,
008039,Ospedaletti,008039,Ospedaletti,unchanged,,POSAS 2019/2025 direct comparison,sum,
008040,Perinaldo,008040,Perinaldo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008041,Pietrabruna,008041,Pietrabruna,unchanged,,POSAS 2019/2025 direct comparison,sum,
008042,Pieve di Teco,008042,Pieve di Teco,unchanged,,POSAS 2019/2025 direct comparison,sum,
008043,Pigna,008043,Pigna,unchanged,,POSAS 2019/2025 direct comparison,sum,
008044,Pompeiana,008044,Pompeiana,unchanged,,POSAS 2019/2025 direct comparison,sum,
008045,Pontedassio,008045,Pontedassio,unchanged,,POSAS 2019/2025 direct comparison,sum,
008046,Pornassio,008046,Pornassio,unchanged,,POSAS 2019/2025 direct comparison,sum,
008047,Prelà,008047,Prelà,unchanged,,POSAS 2019/2025 direct comparison,sum,
008048,Ranzo,008048,Ranzo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008049,Rezzo,008049,Rezzo,unchanged,,POSAS 2019/2025 direct comparison,sum,
008050,Riva Ligure,008050,Riva Ligure,unchanged,,POSAS 2019/2025 direct comparison,sum,
008051,Rocchetta Nervina,008051,Rocchetta Nervina,unchanged,,POSAS 2019/2025 direct comparison,sum,
008052,San Bartolomeo al Mare,008052,San Bartolomeo al Mare,unchanged,,POSAS 2019/2025 direct comparison,sum,
008053,San Biagio della Cima,008053,San Biagio della Cima,unchanged,,POSAS 2019/2025 direct comparison,sum,
008054,San Lorenzo al Mare,008054,San Lorenzo al Mare,unchanged,,POSAS 2019/2025 direct comparison,sum,
008055,Sanremo,008055,Sanremo,unchanged,,POSAS 2019/2025 direct comparison,sum,
