isil,collection_index,library_name_source,codice,denominazione,fondo_depositato,catalogazione_inventario,tipologia_fondo,dewey,descrizione,url_o_citazione_bibliografica,consistenza,datazione,modalita_acquisizione,tipologia_documentaria,provenienza,soggetto_produttore,bibliografia,fondi_collegati
IT-AG0001,1,Biblioteca della Soprintendenza per i beni culturali e ambientali Pirro Marconi,001,Biblioteca dell'ex-Museo civico,No,Non presente,Fondo misto,,,,,,,,,,,
IT-AG0001,2,Biblioteca della Soprintendenza per i beni culturali e ambientali Pirro Marconi,002,Donazione dell'avvocato Noto,No,Non presente,Fondo misto,,,,,,,,,,,
IT-AG0006,1,Biblioteca del Seminario vescovile,001,FONDO DE GREGORIO,No,NON SPECIFICATO,Fondo librario / Collezione,Teologia sociale cristiana e rapporti e attegiamenti nei confronti di,,,,,,,,,,
IT-AG0007,1,Biblioteca Comunale Franco La Rocca,001,Fondo Peritore,No,NON SPECIFICATO,Fondo librario / Collezione,Letteratura,critica letteraria e testi,,,,,,,,,
IT-AG0007,2,Biblioteca Comunale Franco La Rocca,002,Fondo Vadalà,No,NON SPECIFICATO,Fondo librario / Collezione,Scienze mediche. Medicina,medicina,,,,,,,,,
IT-AG0007,3,Biblioteca Comunale Franco La Rocca,003,Fondo Pirandello,No,NON SPECIFICATO,Fondo librario / Collezione,"Letterature in lingua italiana, romena, ladina",opere di e su Pirandello in edizioni nazionali e internazionali,,,,,,,,,
IT-AG0014,1,Biblioteca Comunale Mons. Domenico De Gregorio,001,Fondo Traina,No,Non presente,Fondo librario / Collezione,,"manoscritti, incunaboli e cinquecentine",,,,,,,,,
IT-AG0014,2,Biblioteca Comunale Mons. Domenico De Gregorio,002,Fondo Biancorosso,No,Non presente,Fondo librario / Collezione,Religione,"religione, libri scolastici",,,,,,,,,
IT-AG0042,1,"Biblioteca Comunale ""Aurelio Cassar""",001,Fondo Aurelio Cassar,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AG0042,2,"Biblioteca Comunale ""Aurelio Cassar""",002,Fondo Giuseppe De Stefani,No,NON SPECIFICATO,Fondo librario / Collezione,,archivio di casa Tagliavia,,,,,,,,,
IT-AG0042,3,"Biblioteca Comunale ""Aurelio Cassar""",003,Fondo Francesco Guarino,No,NON SPECIFICATO,Fondo librario / Collezione,,"ingegneria, architettura",,,,,,,,,
IT-AG0042,4,"Biblioteca Comunale ""Aurelio Cassar""",004,Fondo Salvatore Scaglione,No,NON SPECIFICATO,Fondo librario / Collezione,,medicina,,,,,,,,,
IT-AG0042,5,"Biblioteca Comunale ""Aurelio Cassar""",005,Fondo Paolo Ciaccio,Si,Non presente,Fondo librario / Collezione,,"religione, storia",,,,,,,,,
IT-AG0042,6,"Biblioteca Comunale ""Aurelio Cassar""",006,Fondo Mule' Abbruzzo,Si,Non presente,Fondo librario / Collezione,Diritto,diritto,,,,,,,,,
IT-AG0042,7,"Biblioteca Comunale ""Aurelio Cassar""",007,Fondo eredi Saverio Friscia,No,NON SPECIFICATO,Fondo librario / Collezione,,atti parlamentari e documenti vari,,,,,,,,,
IT-AG0042,8,"Biblioteca Comunale ""Aurelio Cassar""",008,Fondo Paganelli,Si,Non presente,Fondo librario / Collezione,Diritto,diritto,,,,,,,,,
IT-AG0042,9,"Biblioteca Comunale ""Aurelio Cassar""",009,Fondo Francesco Scaglione,No,NON SPECIFICATO,Fondo librario / Collezione,,"storia, bibliografia",,,,,,,,,
IT-AG0042,10,"Biblioteca Comunale ""Aurelio Cassar""",010,Fondo Alberto Scaturro,No,NON SPECIFICATO,Fondo librario / Collezione,,medicina,,,,,,,,,
IT-AG0062,1,Biblioteca IBBY Lampedusa,001,Silent books,No,NON SPECIFICATO,Fondo misto,,"Fondo di silent book, ovvero libri senza parole che, affidando il racconto alle sole immagini, riescono ad annullare ogni barriera linguistica e culturale. Libri particolarmente adatti a stimolare e facilitare l'incontro tra bambini di origini diverse e, al tempo stesso, utili per gettare solide basi per l'apprendimento di un vocabolario delle immagini, veicolo privilegiato nel mondo della comunicazione globalizzata. Perfetti per lavorare con persone che non hanno lo stesso livello di apprendimento lo stesso uso della lingua o lo stesso Backround culturale.",,,,,,,,,
IT-AG0078,1,Biblioteca della Provincia regionale di Agrigento Gaspare Ambrosini,001,Archivio storico della Provincia,No,Non presente,Archivio / Raccolta documentaria,,,,,,,,,,,
IT-AG0089,1,Biblioteca comunale L. Vitali,001,Fondo Rosario Conti,Si,NON SPECIFICATO,Fondo librario / Collezione,,"storia, filosofia",,,,,,,,,
IT-AG0089,2,Biblioteca comunale L. Vitali,002,Fondo Balistreri,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AL0001,1,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",001,Fondo biblioteca circolante di Acqui,No,NON SPECIFICATO,Fondo librario / Collezione,Narrativa italiana. 1900-,letteratura,,,,,,,,,
IT-AL0001,2,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",002,Fondo Giovanni Tarditi,No,Non presente,Fondo librario / Collezione,Musica sinfonica e bandistica,"manoscritti musicali, libretti, trattati, lettere e fotografie",,,,,,,,,
IT-AL0001,3,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",003,Fondo Miguel Abloniz,No,Non presente,Fondo librario / Collezione,Musica,"300 volumi in inglese di musica, lingua inglese su James Joyce",,,,,,,,,
IT-AL0001,4,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",004,Biblioteca della Resistenza,Si,Non presente,Fondo misto,Storia d'Italia. 1918-1946,200 volumi di storia e letteratura sulla Resistenza,,,,,,,,,
IT-AL0001,5,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",005,Fondo Caritas diocesana,Si,NON SPECIFICATO,Fondo librario / Collezione,Pace e disarmo,"370 volumi su pace, disarmo, non violenza",,,,,,,,,
IT-AL0001,6,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",006,Fondo Giuseppe Saracco,No,Non presente,Fondo librario / Collezione,,"discorsi, relazioni, lettere dello statista",,,,,,,,,
IT-AL0001,7,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",007,Fondo Umberto Terracini,No,NON SPECIFICATO,Fondo librario / Collezione,"Storia d'Italia. Unità, fascismo, Repubblica, 1870-","storia d'Italia, unità, fascismo e repubblica",,,,,,,,,
IT-AL0001,8,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",008,Fondo Giacomo Bove,No,Non presente,Fondo librario / Collezione,Resoconti di viaggi,diari di viaggi ed esplorazioni,,,,,,,,,
IT-AL0001,9,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",009,Fondo Italia Nostra - Sezione di Acqui Terme,Si,Non presente,Fondo librario / Collezione,Inquinamento di ambienti specifici,inquinamento del Bormida,,,,,,,,,
IT-AL0001,10,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",010,Fondo Galeazzo Tarino Imperiale,No,Non presente,Fondo librario / Collezione,Diritto,100 volumi di giurisprudenza,,,,,,,,,
IT-AL0001,11,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",011,Fondo Braggio,No,Non presente,Fondo librario / Collezione,,annate del periodico 'La Bollente' dal 1887 al 1916,,,,,,,,,
IT-AL0002,1,Biblioteca civica Francesca Calvo di Alessandria,001,Donazione Venanzio Guerci,No,NON SPECIFICATO,Fondo misto,,libri d'arte e disegni del donatore,,,,,,,,,
IT-AL0002,2,Biblioteca civica Francesca Calvo di Alessandria,002,Fondo Napoleonico,No,Non presente,Fondo librario / Collezione,"Storia d'Italia. Sviluppo del nazionalismo, 1796-1870","opere, anche in lingua francese, inerenti al periodo napoleonico",,,,,,,,,
IT-AL0003,1,Biblioteca dell'Archivio di Stato di Alessandria,001,Biblioteca dell'Ospedale civile Santi Antonio e Biagio di Alessandria,Si,Non presente,Fondo misto,,biblioteca medico-sanitaria,,,,,,,,,
IT-AL0003,2,Biblioteca dell'Archivio di Stato di Alessandria,002,Fondo Bartolomeo Campora,No,Non presente,Fondo librario / Collezione,,"160 volumi di storia, letteratura, diritto e religione",,,,,,,,,
IT-AL0004,1,Biblioteca diocesana del Seminario vescovile,001,Fondo incunaboli,No,NON SPECIFICATO,Fondo librario / Collezione,,Incunaboli pubblicati ante 1500,,,,,,,,,
IT-AL0024,1,Biblioteca del Seminario vescovile,001,Fondo Pietro Maria Ferre',No,NON SPECIFICATO,Fondo librario / Collezione,Religione,opere di filosofia e teologia (sec. 16-19),,,,,,,,,
IT-AL0024,2,Biblioteca del Seminario vescovile,002,Fondo P. G. Caravadossi,No,Non presente,Fondo librario / Collezione,,incunaboli e volumi,,,,,,,,,
IT-AL0024,3,Biblioteca del Seminario vescovile,003,Fondo Ignazio De Giovanni,No,Non presente,Fondo librario / Collezione,,opere dei sec. 16-18,,,,,,,,,
IT-AL0060,1,Biblioteca civica di Novi Ligure,001,Fondo Paolo Giacometti,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AL0060,2,Biblioteca civica di Novi Ligure,002,Fondo Romualdo Marenco,No,Non presente,Fondo librario / Collezione,Musica,"manoscritti autografi e non, 18 volumi di musica e musicologia, partiture",,,,,,,,,
IT-AL0060,3,Biblioteca civica di Novi Ligure,003,Gianfrancesco Capurro (1810-1882),No,NON SPECIFICATO,Fondo misto,,"Raccolta del Fondatore e primo presidente della locale Accademia Filarmonico-Artistico-Letteraria, fu anche assiduo cultore di storia locale, di cui raccolse in un volume miscellaneo i principali documenti.",,,,,,,,,
IT-AL0060,4,Biblioteca civica di Novi Ligure,004,Accademia filarmonica artistico-letteraria di Novi Ligure.,Si,NON SPECIFICATO,Fondo misto,,Raccolta di libri antichi,,,,,,,,,
IT-AL0089,1,Biblioteca civica,001,Fondo Angela Zappa,No,NON SPECIFICATO,Fondo librario / Collezione,,91 volumi di saggistica e narrativa,,,,,,,,,
IT-AL0091,1,Biblioteca di Solero,001,Fondo Parvupassu,No,Non presente,Fondo librario / Collezione,,"400 vol.di ingegneria, chimica, fisica, merceologia e dispense universitarie",,,,,,,,,
IT-AL0100,1,Biblioteca civica Tommaso de Ocheda di Tortona,001,Fondo Aldo Berruti,Si,Online,Fondo librario / Collezione,Araldica,circa 700 volumi di araldica e storia locale,,,,,,,,,
IT-AL0100,2,Biblioteca civica Tommaso de Ocheda di Tortona,002,Fondo Vittorio Paglieri,Si,Online,Fondo librario / Collezione,,circa 1300 volumi di narrativa e saggistica degli anni '20/'30,,,,,,,,,
IT-AL0100,3,Biblioteca civica Tommaso de Ocheda di Tortona,006,Fondo Zavattari,Si,Online,Fondo librario / Collezione,Cultura e istituzioni,circa 500 volumi di etnologia africana,,,,,,,,,
IT-AL0100,4,Biblioteca civica Tommaso de Ocheda di Tortona,007,Fondo antichi e rari,Si,Online,Fondo librario / Collezione,,"9 manoscritti, 1 incunabolo del 1498, più di 500 volumi del 1500 e 1600 (tra cui le opere della Biblioteca dei Gesuiti) e quasi 4000 volumi dal 1700 sino al 1830",,,,,,,,,
IT-AL0100,5,Biblioteca civica Tommaso de Ocheda di Tortona,008,Fondo Levati,Si,Online,Fondo librario / Collezione,,"volumi e video appartenuti a Franco Levati, film maker e collaboratore dello Stato Maggiore della Difesa",,,,,,,,,
IT-AL0100,6,Biblioteca civica Tommaso de Ocheda di Tortona,009,Fondo Rusalen,Si,Online,Fondo librario / Collezione,,circa 350 volumi di archeologia e storia antica,,,,,,,,,
IT-AL0100,7,Biblioteca civica Tommaso de Ocheda di Tortona,010,Fondo Graziano,Si,Online,Fondo librario / Collezione,,44 volumi su economia e industria,,,,,,,,,
IT-AL0100,8,Biblioteca civica Tommaso de Ocheda di Tortona,011,Fondo Taverna,Si,Online,Fondo librario / Collezione,,"352 volumi di medicina, psichiatria e psicoanalisi",,,,,,,,,
IT-AL0100,9,Biblioteca civica Tommaso de Ocheda di Tortona,012,Fondo Alvigini,Si,Non presente,Fondo librario / Collezione,,volumi di giurisprudenza,,,,,,,,,
IT-AL0100,10,Biblioteca civica Tommaso de Ocheda di Tortona,014,Fondo Guerra,Si,Non presente,Fondo librario / Collezione,,volumi di giurisprudenza,,,,,,,,,
IT-AL0100,11,Biblioteca civica Tommaso de Ocheda di Tortona,015,Fondo Bellone,Si,Non presente,Fondo librario / Collezione,,circa 2200 volumi di argomento scientifico,,,,,,,,,
IT-AL0100,12,Biblioteca civica Tommaso de Ocheda di Tortona,016,Fondo Carrara,Si,Non presente,Fondo librario / Collezione,,circa 1500 volumi di archeologia,,,,,,,,,
IT-AL0100,13,Biblioteca civica Tommaso de Ocheda di Tortona,017,Fondo Rozzo,Si,Non presente,Fondo librario / Collezione,,"circa 5000 volumi su editoria religiosa fra Quattro e Cinquecento, censura libraria, iconologia e simbolico nell'editoria e nella propaganda",,,,,,,,,
IT-AL0101,1,Biblioteca diocesana del Seminario di Tortona,001,Fondo Scabini,No,NON SPECIFICATO,Fondo librario / Collezione,,"Si tratta della biblioteca privata di Mons. Pino Scabini, importante teologo e pastoralista, figura di rilievo del cattolicesimo italiano e in particolare della Diocesi di Tortona. Il fondo è stato acquisito dalla Biblioteca nel 2010, in seguito alla scomparsa del sacerdote.",,,,,,,,,
IT-AL0104,1,Biblioteca - Centro comunale di Cultura,001,Fondo Dabene,Si,Volumi,Fondo librario / Collezione,,"Libri, documenti, mappe stampe, monete che documentano la storia di Valenza",Valenza: nelle carte del Fondo Carlo Dabene- Sardigliano: Nuvole 2010,,,,,,,,
IT-AL0114,1,Biblioteca civica Giovanni Canna di Casale Monferrato,001,Fondo Giuseppe Brusasca,No,NON SPECIFICATO,Fondo librario / Collezione,Storia d'Italia,storia moderna e politica italiana,,,,,,,,,
IT-AL0114,2,Biblioteca civica Giovanni Canna di Casale Monferrato,002,Fondo Giovanni Canna,No,NON SPECIFICATO,Fondo librario / Collezione,Letterature nelle lingue italiche - Letteratura latina,antichita' classica,,,,,,,,,
IT-AL0114,3,Biblioteca civica Giovanni Canna di Casale Monferrato,003,Fondo Evasio Dealessi,No,NON SPECIFICATO,Fondo librario / Collezione,Agricoltura e tecniche connesse,agricoltura,,,,,,,,,
IT-AL0114,4,Biblioteca civica Giovanni Canna di Casale Monferrato,004,Fondo Francesco Lanza,No,NON SPECIFICATO,Fondo librario / Collezione,Diritto,diritto e storia,,,,,,,,,
IT-AL0114,5,Biblioteca civica Giovanni Canna di Casale Monferrato,005,Fondo Giuseppe Giorcelli e Flavio Valerani,No,NON SPECIFICATO,Fondo librario / Collezione,Storia d'Italia,storia moderna,,,,,,,,,
IT-AL0114,6,Biblioteca civica Giovanni Canna di Casale Monferrato,006,Fondo Ente Leardi,No,NON SPECIFICATO,Fondo librario / Collezione,Storia della Francia,storia e cultura francese,,,,,,,,,
IT-AL0114,7,Biblioteca civica Giovanni Canna di Casale Monferrato,007,Fondo Francesco Negri,No,NON SPECIFICATO,Fondo librario / Collezione,,lastre fotografiche e testi,,,,,,,,,
IT-AL0114,8,Biblioteca civica Giovanni Canna di Casale Monferrato,008,Fondo Carlo Vidua,Si,Non presente,Fondo librario / Collezione,,stampe e incisioni,,,,,,,,,
IT-AL0114,9,Biblioteca civica Giovanni Canna di Casale Monferrato,009,Fondo Giuseppe De Conti,No,Non presente,Fondo librario / Collezione,,storia e disegni,,,,,,,,,
IT-AL0114,10,Biblioteca civica Giovanni Canna di Casale Monferrato,010,Fondo Luigi Hugues,No,Non presente,Fondo librario / Collezione,Geografia generale - Viaggi,geografia,,,,,,,,,
IT-AL0114,11,Biblioteca civica Giovanni Canna di Casale Monferrato,011,Fondo Roberto Ginnante,No,Non presente,Fondo librario / Collezione,,letteratura e psicologia,,,,,,,,,
IT-AL0123,1,Biblioteca civica Coniugi Marie ed Eraldo Ighina di Ovada,001,Fondo Marie ed Eraldo Ighina,No,NON SPECIFICATO,Fondo librario / Collezione,Storia dell'Italia nord-occidentale Piemonte,"arte, storia locale, corrispondenza privata (1928-1982)",,,,,,,,,
IT-AL0128,1,Biblioteca civica di Viguzzolo,001,Fondo Angela Guerra,No,Non presente,Fondo librario / Collezione,Storia d'Italia. 1918-1946,108 volumi di storia del fascismo,,,,,,,,,
IT-AL0130,1,Biblioteca del Seminario vescovile monsignor C. G. Capra,001,FONDO MONS. LIVIO MARITANO,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AL0130,2,Biblioteca del Seminario vescovile monsignor C. G. Capra,002,FONDO MONS. GALLIANO,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AL0130,3,Biblioteca del Seminario vescovile monsignor C. G. Capra,003,FONDO CAN GAINO,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AL0135,1,Biblioteca Carlo Gilardenghi dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Alessandria - ISRAL,001,Donazione Piero Dossena,No,Non presente,Fondo misto,,"3500 volumi di argomento storico, letterario e teatrale",,,,,,,,,
IT-AL0135,2,Biblioteca Carlo Gilardenghi dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Alessandria - ISRAL,002,Fondo Liceo classico Plana,No,Non presente,Fondo librario / Collezione,,"1000 volumi di storia politica e del periodo fascista, risorgimentale, etc",,,,,,,,,
IT-AL0152,1,Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato,001,Fondo Rocca Grimalda,No,NON SPECIFICATO,Fondo librario / Collezione,,documenti manoscritti,,,,,,,,,
IT-AL0152,2,Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato,002,Fondo Carlo Barletti,No,NON SPECIFICATO,Fondo librario / Collezione,,lettere manoscritte ai familiari,,,,,,,,,
IT-AL0152,3,Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato,003,Fondo Ambrogio Pesce Maineri,No,NON SPECIFICATO,Fondo librario / Collezione,,appunti manoscritti raccolti in cinquant'anni di studio,,,,,,,,,
IT-AL0152,4,Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato,004,Fondo Giancarlo Subrero,No,NON SPECIFICATO,Fondo librario / Collezione,,"articoli, opuscoli, libri su Rocca Grimalda",,,,,,,,,
IT-AL0152,5,Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato,005,Fondo miscellaneo,No,NON SPECIFICATO,Fondo librario / Collezione,,statuti manoscritti di Ovada e Rossiglione,,,,,,,,,
IT-AL0153,1, Biblioteca del Polo universitario di Alessandria (sede Orti),001,Fondo Solvay Solexis,No,Online,Fondo librario / Collezione,Chimica e scienze connesse,Donazione della biblioteca storica di chimica dell'aziendaq Solvay Solexis,http://www.librinlinea.it/search/public/appl/adv_search.php,,,,,,,,
IT-AL0201,1,Biblioteca specialistica dell'Associazione Pellizza da Volpedo,001,Donazione Maria e Nerina Pellizza,No,Non presente,Fondo misto,,libri appartenuti al pittore divisionista Giuseppe Pellizza (1868-1907),,,,,,,,,
IT-AL0310,1,Biblioteca Biomedica - Fondo storico G. Maconi,001,Fondo Cesare Arrigo,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AL0316,1,Biblioteca comunale di Gremiasco,001,Documentazione di Don Bassi: centro di documentazione,No,NON SPECIFICATO,Fondo misto,,,,,,,,,,,
IT-AL0318,1,"Biblioteca del Museo Etnografico ""Gambarina""",001,Studi locali - Alessandria e provincia,No,NON SPECIFICATO,Fondo misto,,,,,,,,,,,
IT-AL0324,1,Biblioteca per la Pace e la Nonviolenza,001,Archivio dei Movimenti di base,Si,Non presente,Fondo misto,,Documenti sulla Comunità di base di Acqui Terme (1968-1983);Comitato per il Parco di Alessandria (1988-2005);Editrice La Settimana (1982-20009);Sessantotto in provincia di Alessandria;Volontariato e Terzo settore (2016-2025);Associazione Pace di Asti,,40 faldoni più digitale,1968 - 2025,Esponenti dei movimenti di base delle province di Alessandria e di Asti,,,,,
IT-AN0001,1,Biblioteca comunale Luciano Benincasa,001,Donazione fratelli Mei,No,Non presente,Fondo misto,,,,,,,,,,,
IT-AN0001,2,Biblioteca comunale Luciano Benincasa,002,Donazione Leone Levi,No,Non presente,Fondo misto,Diritto,"diritto generale, internazionale e commerciale",,,,,,,,,
IT-AN0001,3,Biblioteca comunale Luciano Benincasa,003,Fondo Giuseppe Morici,No,Non presente,Fondo librario / Collezione,,edizioni rare di autori stranieri,,,,,,,,,
IT-AN0001,4,Biblioteca comunale Luciano Benincasa,004,Fondo Gioacchino Nappi,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0001,5,Biblioteca comunale Luciano Benincasa,005,Fondo famiglia Mengoni Ferretti,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0001,6,Biblioteca comunale Luciano Benincasa,006,Fondo Gustavo Modena e Alberto Gregorini,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0001,7,Biblioteca comunale Luciano Benincasa,007,Fondo Giorgio Umani,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0003,1,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,001,Fondo Alberto Galeazzi,No,NON SPECIFICATO,Fondo librario / Collezione,Sindacati e contrattazione collettiva.Trattamento storico e geografico,movimento operaio e contadino nella provincia di Ancona,,,,,,,,,
IT-AN0003,2,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,002,Fondo Franco Patrignani,No,NON SPECIFICATO,Fondo librario / Collezione,Vita politica,"gruppi spontanei di impegno politico e culturale, associazioni di massa",,,,,,,,,
IT-AN0003,3,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,003,Fondo Fascismo,No,NON SPECIFICATO,Fondo librario / Collezione,Servizi di polizia,relazioni questure e prefetture,,,,,,,,,
IT-AN0003,4,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,004,Fondo storico,No,NON SPECIFICATO,Fondo librario / Collezione,Governi autoritari fascisti,fasci locali e organizzazioni fasciste,,,,,,,,,
IT-AN0003,5,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,005,Fondo R S I Repubblica Sociale Italiana,No,NON SPECIFICATO,Fondo librario / Collezione,Storia d'Italia. 1918-1946,province marchigiane,,,,,,,,,
IT-AN0003,6,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,006,Fondo Resistenza,No,NON SPECIFICATO,Fondo librario / Collezione,Storia d'Italia. 1918-1946,"attivita' politica, attivita' militare",,,,,,,,,
IT-AN0003,7,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,007,Miscellanea piccoli fondi,No,NON SPECIFICATO,Fondo misto,Organizzazione sindacale. Aspetti specifici,biografie dirigenti del movimento operaio e antifascismo,,,,,,,,,
IT-AN0003,8,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,008,Fondo manifesti e volantini,No,Non presente,Fondo librario / Collezione,Partiti politici italiani,"partiti politici, movimento sindacale",,,,,,,,,
IT-AN0003,9,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,009,Fondo Giacomo Sonnino,No,Non presente,Fondo librario / Collezione,Supervisione e controllo dei programmi e dei corsi di studio,circolari e programmi scolastici negli anni trenta,,,,,,,,,
IT-AN0003,10,Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche,010,Fondo epurazione,No,Non presente,Fondo librario / Collezione,Reati politici e connessi,cartelle individuali e procedimenti,,,,,,,,,
IT-AN0004,1,"Biblioteca dell'Accademia marchigiana di scienze, lettere ed arti",001,Fondo Montessori,No,Non presente,Fondo librario / Collezione,,67 volumi,,,,,,,,,
IT-AN0004,2,"Biblioteca dell'Accademia marchigiana di scienze, lettere ed arti",002,Donazione Bonasera,No,Non presente,Fondo misto,,164 fascicoli di argomento scientifico e urbanistico,,,,,,,,,
IT-AN0004,3,"Biblioteca dell'Accademia marchigiana di scienze, lettere ed arti",003,Donazione Galeazzi,No,Non presente,Fondo misto,,,,,,,,,,,
IT-AN0015,1,Biblioteca della Deputazione di storia patria per le Marche Amedeo Crivellucci,001,Raccolta P. Giangiacomi,No,NON SPECIFICATO,Fondo misto,Storia delle Marche,"documenti, foto, cartoline su Ancona e le Marche",,,,,,,,,
IT-AN0024,1,Sala letture Baden Powell,001,Fondo Rocco Fedeli,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0024,2,Sala letture Baden Powell,002,Fondo Pasquale Marinelli,No,Non presente,Fondo librario / Collezione,,800 volumi,,,,,,,,,
IT-AN0026,1,Biblioteca comunale T. Lippera,001,Lascito Lippera,No,Non presente,Fondo misto,,trattati di politica e testi di medicina,,,,,,,,,
IT-AN0033,1,"Biblioteca Multimediale ""R. Sassi""",001,Raccolta Giambattista Miliani,No,NON SPECIFICATO,Fondo misto,,cultura generale fino al 1936,,,,,,,,,
IT-AN0033,2,"Biblioteca Multimediale ""R. Sassi""",002,Raccolta Bruno Molojoli,No,NON SPECIFICATO,Fondo misto,Belle arti e arti decorative. Europa,opere e cataloghi di mostre d'arte contemporanea,,,,,,,,,
IT-AN0035,1,Biblioteca diocesana,001,Fondo dei padri filippini,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0035,2,Biblioteca diocesana,002,Fondo Crocetti,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0035,3,Biblioteca diocesana,003,Fondo Parri,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0039,1,Biblioteca storico-francescana e picena,001,Fondo Fioretti di s. Francesco,No,NON SPECIFICATO,Fondo librario / Collezione,,Collezione di edizioni dei Fioretti di san Francesco allestita da p. Bernardino Pulcinelli (m. 2006),,,,,,,,,
IT-AN0045,1,Biblioteca diocesana Pier Matteo Petrucci,001,Fondo Urieli,No,NON SPECIFICATO,Fondo librario / Collezione,,Fondo donato da Mons. Urieli Storico della Diocesi di Jesi,,,,,,,,,
IT-AN0045,2,Biblioteca diocesana Pier Matteo Petrucci,002,Fondo Serfilippi,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo ereditato da Mons. Oscar Serfilippi (1929-2006) ) vescovo di Jesi (1978-2006) . Comprende testi di Teologia, Francescanesimo, Morale, Spiritualità, Filosofia.",,,,,,,,,
IT-AN0045,3,Biblioteca diocesana Pier Matteo Petrucci,003,Fondo Pastori,No,NON SPECIFICATO,Fondo librario / Collezione,,Fondo librario proveniente dalla biblioteca personale di Mons. Attilio Pastori (Direttore Storico della Biblioteca Petrucciana) comprende testi di Filosofia e Storia dell'Arte.,,,,,,,,,
IT-AN0045,4,Biblioteca diocesana Pier Matteo Petrucci,004,Fondo Fornaroli,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0045,5,Biblioteca diocesana Pier Matteo Petrucci,005,Fondo Ciardi,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0045,6,Biblioteca diocesana Pier Matteo Petrucci,006,Fondo Cinti,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0045,7,Biblioteca diocesana Pier Matteo Petrucci,007,Fondo Marasca,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo donato da Cristiano Marasca (1973-) comprende Libri in Lingua Inglese, Linguistica, Narrativa, Teologia, Islam, Letteratura Araba",,,,,,,,,
IT-AN0045,8,Biblioteca diocesana Pier Matteo Petrucci,008,Fondo Anelli,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo donato da Junior Bubba già di proprietà della madre Marinella Anelli (+2020) Miscellanea, saggistica e narrativa",,,,,,,,,
